Corner,VSB_V,W_um,L_um,WL_ratio,VGS_V,VDS_V,Vov_V,ID_measured_A,ID_per_W_uA_um,gm_measured_uS,gm_ID_S_A,uncox_measured_A_V2,rds_measured_Ohm,Cgs_measured_F,Cgd_measured_F,Cdb_measured_F,Csb_measured_F
ss,0.00,80.00,1.0000,80.00,0.4200,0.1000,0.0100,1.894e-03,23.671,7565.532,3.995,4.734e-01,5.282e+00,1.204e-12,3.010e-13,6.026e-12,6.026e-12
ss,0.00,80.00,1.0000,80.00,0.4200,0.1100,0.0100,5.118e-07,0.006,4.605,8.996,1.280e-04,1.056e+01,7.328e-16,1.832e-16,3.013e-12,3.013e-12
ss,0.00,80.00,1.0000,80.00,0.4200,0.1200,0.0100,4.515e-07,0.006,3.641,8.066,1.129e-04,1.959e+05,5.795e-16,1.449e-16,1.625e-16,1.625e-16
ss,0.00,80.00,1.0000,80.00,0.4200,0.1300,0.0100,4.097e-07,0.005,2.963,7.232,1.024e-04,2.798e+05,4.716e-16,1.179e-16,1.138e-16,1.138e-16
ss,0.00,80.00,1.0000,80.00,0.4200,0.1400,0.0100,3.800e-07,0.005,2.465,6.486,9.500e-05,3.927e+05,3.922e-16,9.806e-17,8.105e-17,8.105e-17
ss,0.00,80.00,1.0000,80.00,0.4200,0.1500,0.0100,3.588e-07,0.004,2.091,5.829,8.970e-05,5.544e+05,3.329e-16,8.322e-17,5.742e-17,5.742e-17
ss,0.00,80.00,1.0000,80.00,0.4200,0.1600,0.0100,3.439e-07,0.004,1.807,5.254,8.598e-05,7.993e+05,2.876e-16,7.190e-17,3.982e-17,3.982e-17
ss,0.00,80.00,1.0000,80.00,0.4200,0.1700,0.0100,3.338e-07,0.004,1.586,4.752,8.345e-05,3.336e+06,2.524e-16,6.311e-17,9.541e-18,9.541e-18
ss,0.00,80.00,1.0000,80.00,0.4200,0.1800,0.0100,3.379e-07,0.004,1.315,3.890,8.448e-05,4.674e+05,2.092e-16,5.231e-17,6.811e-17,6.811e-17
ss,0.00,80.00,1.0000,80.00,0.4200,0.1900,0.0100,3.766e-07,0.005,1.376,3.655,9.414e-05,3.861e+05,2.190e-16,5.476e-17,8.243e-17,8.243e-17
ss,0.00,80.00,1.0000,80.00,0.4200,0.2000,0.0100,3.897e-07,0.005,1.350,3.464,9.743e-05,6.124e+05,2.149e-16,5.372e-17,5.197e-17,5.197e-17
ss,0.00,80.00,1.0000,80.00,0.4200,0.2100,0.0100,4.092e-07,0.005,1.383,3.379,1.023e-04,4.244e+05,2.201e-16,5.503e-17,7.500e-17,7.500e-17
ss,0.00,80.00,1.0000,80.00,0.4200,0.2200,0.0100,4.368e-07,0.005,1.656,3.792,1.092e-04,3.419e+05,2.636e-16,6.591e-17,9.310e-17,9.310e-17
ss,0.00,80.00,1.0000,80.00,0.4200,0.2300,0.0100,4.677e-07,0.006,2.750,5.879,1.169e-04,3.316e+05,4.376e-16,1.094e-16,9.599e-17,9.599e-17
ss,0.00,80.00,1.0000,80.00,0.4200,0.2400,0.0100,4.971e-07,0.006,3.679,7.401,1.243e-04,2.896e+05,5.855e-16,1.464e-16,1.099e-16,1.099e-16
ss,0.00,80.00,1.0000,80.00,0.4200,0.2500,0.0100,5.368e-07,0.007,4.394,8.186,1.342e-04,2.126e+05,6.993e-16,1.748e-16,1.497e-16,1.497e-16
ss,0.00,80.00,1.0000,80.00,0.4200,0.2600,0.0100,5.912e-07,0.007,20.968,35.466,1.478e-04,4.863e+04,3.337e-15,8.343e-16,6.545e-16,6.545e-16
ss,0.00,80.00,1.0000,80.00,0.4200,0.2700,0.0100,1.255e-07,0.002,24.274,193.363,3.138e-05,4.269e+04,3.863e-15,9.658e-16,7.456e-16,7.456e-16
ss,0.00,80.00,1.0000,80.00,0.4200,0.2800,0.0100,1.227e-07,0.002,0.527,4.294,3.068e-05,3.247e+06,8.387e-17,2.097e-17,9.804e-18,9.804e-18
ss,0.00,80.00,1.0000,80.00,0.4200,0.2900,0.0100,1.194e-07,0.001,0.531,4.451,2.984e-05,3.129e+06,8.457e-17,2.114e-17,1.017e-17,1.017e-17
ss,0.00,80.00,1.0000,80.00,0.4200,0.3000,0.0100,1.163e-07,0.001,0.551,4.733,2.908e-05,3.431e+06,8.763e-17,2.191e-17,9.276e-18,9.276e-18
ss,0.00,80.00,1.0000,80.00,0.4200,0.3100,0.0100,1.135e-07,0.001,0.564,4.965,2.839e-05,3.502e+06,8.972e-17,2.243e-17,9.090e-18,9.090e-18
ss,0.00,80.00,1.0000,80.00,0.4200,0.3200,0.0100,1.106e-07,0.001,0.477,4.309,2.765e-05,3.106e+06,7.586e-17,1.897e-17,1.025e-17,1.025e-17
ss,0.00,80.00,1.0000,80.00,0.4200,0.3300,0.0100,1.071e-07,0.001,0.530,4.944,2.678e-05,3.756e+06,8.429e-17,2.107e-17,8.474e-18,8.474e-18
ss,0.00,80.00,1.0000,80.00,0.4200,0.3400,0.0100,1.053e-07,0.001,0.588,5.580,2.632e-05,5.801e+06,9.351e-17,2.338e-17,5.487e-18,5.487e-18
ss,0.00,80.00,1.0000,80.00,0.4200,0.3500,0.0100,1.037e-07,0.001,0.599,5.777,2.591e-05,6.452e+06,9.531e-17,2.383e-17,4.933e-18,4.933e-18
ss,0.00,80.00,1.0000,80.00,0.4200,0.3600,0.0100,1.022e-07,0.001,0.609,5.961,2.555e-05,7.203e+06,9.695e-17,2.424e-17,4.419e-18,4.419e-18
ss,0.00,80.00,1.0000,80.00,0.4200,0.3700,0.0100,1.009e-07,0.001,0.619,6.132,2.522e-05,8.080e+06,9.846e-17,2.461e-17,3.939e-18,3.939e-18
ss,0.00,80.00,1.0000,80.00,0.4200,0.3800,0.0100,9.972e-08,0.001,0.627,6.291,2.493e-05,9.119e+06,9.984e-17,2.496e-17,3.491e-18,3.491e-18
ss,0.00,80.00,1.0000,80.00,0.4200,0.3900,0.0100,9.869e-08,0.001,0.635,6.439,2.467e-05,1.037e+07,1.011e-16,2.528e-17,3.069e-18,3.069e-18
ss,0.00,80.00,1.0000,80.00,0.4200,0.4000,0.0100,9.779e-08,0.001,0.643,6.575,2.445e-05,1.192e+07,1.023e-16,2.558e-17,2.670e-18,2.670e-18
ss,0.00,80.00,1.0000,80.00,0.4200,0.4100,0.0100,9.701e-08,0.001,0.650,6.700,2.425e-05,1.389e+07,1.034e-16,2.586e-17,2.292e-18,2.292e-18
ss,0.00,80.00,1.0000,80.00,0.4200,0.4200,0.0100,9.635e-08,0.001,0.658,6.825,2.409e-05,1.618e+07,1.047e-16,2.617e-17,1.967e-18,1.967e-18
ss,0.00,80.00,1.0000,80.00,0.4200,0.4300,0.0100,9.578e-08,0.001,0.664,6.931,2.394e-05,1.961e+07,1.057e-16,2.641e-17,1.623e-18,1.623e-18
ss,0.00,80.00,1.0000,80.00,0.4200,0.4400,0.0100,9.533e-08,0.001,0.669,7.014,2.383e-05,2.528e+07,1.064e-16,2.660e-17,1.259e-18,1.259e-18
ss,0.00,80.00,1.0000,80.00,0.4200,0.4500,0.0100,9.499e-08,0.001,0.674,7.098,2.375e-05,3.372e+07,1.073e-16,2.683e-17,9.439e-19,9.439e-19
ss,0.00,80.00,1.0000,80.00,0.4200,0.4600,0.0100,9.474e-08,0.001,0.680,7.173,2.368e-05,4.969e+07,1.081e-16,2.704e-17,6.406e-19,6.406e-19
ss,0.00,80.00,1.0000,80.00,0.4200,0.4700,0.0100,9.458e-08,0.001,0.685,7.238,2.365e-05,9.138e+07,1.090e-16,2.724e-17,3.483e-19,3.483e-19
ss,0.00,80.00,1.0000,80.00,0.4200,0.4800,0.0100,9.452e-08,0.001,0.690,7.295,2.363e-05,4.803e+08,1.097e-16,2.744e-17,6.627e-20,6.627e-20
ss,0.00,80.00,1.0000,80.00,0.4200,0.4900,0.0100,9.454e-08,0.001,0.694,7.343,2.364e-05,1.542e+08,1.105e-16,2.762e-17,2.064e-19,2.064e-19
ss,0.00,80.00,1.0000,80.00,0.4200,0.5000,0.0100,9.465e-08,0.001,0.695,7.339,2.366e-05,9.603e+07,1.106e-16,2.764e-17,3.315e-19,3.315e-19
ss,0.00,80.00,1.0000,80.00,0.4200,0.5100,0.0100,9.475e-08,0.001,0.699,7.381,2.369e-05,5.331e+07,1.113e-16,2.783e-17,5.971e-19,5.971e-19
ss,0.00,80.00,1.0000,80.00,0.4200,0.5200,0.0100,9.502e-08,0.001,0.704,7.408,2.376e-05,3.206e+07,1.120e-16,2.801e-17,9.930e-19,9.930e-19
ss,0.00,80.00,1.0000,80.00,0.4200,0.5300,0.0100,9.537e-08,0.001,0.713,7.471,2.384e-05,2.583e+07,1.134e-16,2.835e-17,1.232e-18,1.232e-18
ss,0.00,80.00,1.0000,80.00,0.4200,0.5400,0.0100,9.580e-08,0.001,0.717,7.480,2.395e-05,2.173e+07,1.140e-16,2.851e-17,1.465e-18,1.465e-18
ss,0.00,80.00,1.0000,80.00,0.4200,0.5500,0.0100,9.629e-08,0.001,0.720,7.482,2.407e-05,1.882e+07,1.147e-16,2.867e-17,1.691e-18,1.691e-18
ss,0.00,80.00,1.0000,80.00,0.4200,0.5600,0.0100,9.686e-08,0.001,0.724,7.478,2.422e-05,1.665e+07,1.153e-16,2.882e-17,1.912e-18,1.912e-18
ss,0.00,80.00,1.0000,80.00,0.4200,0.5700,0.0100,9.750e-08,0.001,0.728,7.468,2.437e-05,1.497e+07,1.159e-16,2.897e-17,2.127e-18,2.127e-18
ss,0.00,80.00,1.0000,80.00,0.4200,0.5800,0.0100,9.820e-08,0.001,0.732,7.452,2.455e-05,1.363e+07,1.165e-16,2.912e-17,2.336e-18,2.336e-18
ss,0.00,80.00,1.0000,80.00,0.4200,0.5900,0.0100,9.896e-08,0.001,0.735,7.431,2.474e-05,1.253e+07,1.170e-16,2.926e-17,2.540e-18,2.540e-18
ss,0.00,80.00,1.0000,80.00,0.4200,0.6000,0.0100,9.979e-08,0.001,0.739,7.406,2.495e-05,1.162e+07,1.176e-16,2.940e-17,2.739e-18,2.739e-18
ss,0.00,80.00,1.0000,80.00,0.4200,0.6100,0.0100,1.007e-07,0.001,0.743,7.375,2.517e-05,1.085e+07,1.182e-16,2.955e-17,2.933e-18,2.933e-18
ss,0.00,80.00,1.0000,80.00,0.4200,0.6200,0.0100,1.016e-07,0.001,0.746,7.341,2.541e-05,1.019e+07,1.187e-16,2.969e-17,3.123e-18,3.123e-18
ss,0.00,80.00,1.0000,80.00,0.4200,0.6300,0.0100,1.026e-07,0.001,0.750,7.302,2.566e-05,9.624e+06,1.193e-16,2.982e-17,3.308e-18,3.308e-18
ss,0.00,80.00,1.0000,80.00,0.4200,0.6400,0.0100,1.037e-07,0.001,0.753,7.260,2.593e-05,9.126e+06,1.198e-16,2.996e-17,3.488e-18,3.488e-18
ss,0.00,80.00,1.0000,80.00,0.4200,0.6500,0.0100,1.048e-07,0.001,0.756,7.215,2.621e-05,8.687e+06,1.204e-16,3.010e-17,3.664e-18,3.664e-18
ss,0.00,80.00,1.0000,80.00,0.4200,0.6600,0.0100,1.060e-07,0.001,0.760,7.167,2.650e-05,8.298e+06,1.209e-16,3.023e-17,3.836e-18,3.836e-18
ss,0.00,80.00,1.0000,80.00,0.4200,0.6700,0.0100,1.072e-07,0.001,0.763,7.116,2.681e-05,7.950e+06,1.215e-16,3.037e-17,4.004e-18,4.004e-18
ss,0.00,80.00,1.0000,80.00,0.4200,0.6800,0.0100,1.085e-07,0.001,0.767,7.062,2.713e-05,7.637e+06,1.220e-16,3.050e-17,4.168e-18,4.168e-18
ss,0.00,80.00,1.0000,80.00,0.4200,0.6900,0.0100,1.099e-07,0.001,0.770,7.007,2.747e-05,7.355e+06,1.225e-16,3.063e-17,4.328e-18,4.328e-18
ss,0.00,80.00,1.0000,80.00,0.4200,0.7000,0.0100,1.113e-07,0.001,0.773,6.949,2.781e-05,7.098e+06,1.230e-16,3.076e-17,4.484e-18,4.484e-18
ss,0.00,80.00,1.0000,80.00,0.4200,0.7100,0.0100,1.127e-07,0.001,0.776,6.890,2.817e-05,6.864e+06,1.236e-16,3.089e-17,4.637e-18,4.637e-18
ss,0.00,80.00,1.0000,80.00,0.4200,0.7200,0.0100,1.142e-07,0.001,0.780,6.830,2.854e-05,6.651e+06,1.241e-16,3.102e-17,4.786e-18,4.786e-18
ss,0.00,80.00,1.0000,80.00,0.4200,0.7300,0.0100,1.157e-07,0.001,0.783,6.768,2.892e-05,6.455e+06,1.246e-16,3.115e-17,4.932e-18,4.932e-18
ss,0.00,80.00,1.0000,80.00,0.4200,0.7400,0.0100,1.173e-07,0.001,0.786,6.705,2.932e-05,6.274e+06,1.251e-16,3.128e-17,5.074e-18,5.074e-18
ss,0.00,80.00,1.0000,80.00,0.4200,0.7500,0.0100,1.189e-07,0.001,0.789,6.641,2.972e-05,6.107e+06,1.256e-16,3.141e-17,5.212e-18,5.212e-18
ss,0.00,80.00,1.0000,80.00,0.4200,0.7600,0.0100,1.205e-07,0.002,0.793,6.576,3.013e-05,5.953e+06,1.262e-16,3.154e-17,5.347e-18,5.347e-18
ss,0.00,80.00,1.0000,80.00,0.4200,0.7700,0.0100,1.222e-07,0.002,0.796,6.511,3.056e-05,5.809e+06,1.267e-16,3.167e-17,5.479e-18,5.479e-18
ss,0.00,80.00,1.0000,80.00,0.4200,0.7800,0.0100,1.240e-07,0.002,0.799,6.445,3.100e-05,5.676e+06,1.272e-16,3.180e-17,5.608e-18,5.608e-18
ss,0.00,80.00,1.0000,80.00,0.4200,0.7900,0.0100,1.258e-07,0.002,0.802,6.380,3.144e-05,5.551e+06,1.277e-16,3.192e-17,5.734e-18,5.734e-18
ss,0.00,80.00,1.0000,80.00,0.4200,0.8000,0.0100,1.276e-07,0.002,0.806,6.314,3.190e-05,5.435e+06,1.282e-16,3.205e-17,5.857e-18,5.857e-18
ss,0.00,80.00,1.0000,80.00,0.4200,0.8100,0.0100,1.294e-07,0.002,0.809,6.248,3.236e-05,5.326e+06,1.287e-16,3.218e-17,5.976e-18,5.976e-18
ss,0.00,80.00,1.0000,80.00,0.4200,0.8200,0.0100,1.313e-07,0.002,0.812,6.182,3.283e-05,5.224e+06,1.292e-16,3.230e-17,6.093e-18,6.093e-18
ss,0.00,80.00,1.0000,80.00,0.4200,0.8300,0.0100,1.333e-07,0.002,0.815,6.116,3.332e-05,5.129e+06,1.297e-16,3.243e-17,6.207e-18,6.207e-18
ss,0.00,80.00,1.0000,80.00,0.4200,0.8400,0.0100,1.352e-07,0.002,0.818,6.051,3.381e-05,5.039e+06,1.302e-16,3.256e-17,6.317e-18,6.317e-18
ss,0.00,80.00,1.0000,80.00,0.4200,0.8500,0.0100,1.372e-07,0.002,0.821,5.985,3.431e-05,4.954e+06,1.307e-16,3.268e-17,6.425e-18,6.425e-18
ss,0.00,80.00,1.0000,80.00,0.4200,0.8600,0.0100,1.393e-07,0.002,0.825,5.921,3.482e-05,4.874e+06,1.312e-16,3.281e-17,6.531e-18,6.531e-18
ss,0.00,80.00,1.0000,80.00,0.4200,0.8700,0.0100,1.413e-07,0.002,0.828,5.857,3.534e-05,4.799e+06,1.317e-16,3.294e-17,6.633e-18,6.633e-18
ss,0.00,80.00,1.0000,80.00,0.4200,0.8800,0.0100,1.434e-07,0.002,0.831,5.793,3.586e-05,4.728e+06,1.323e-16,3.306e-17,6.733e-18,6.733e-18
ss,0.00,80.00,1.0000,80.00,0.4200,0.8900,0.0100,1.456e-07,0.002,0.834,5.730,3.639e-05,4.660e+06,1.328e-16,3.319e-17,6.830e-18,6.830e-18
ss,0.00,80.00,1.0000,80.00,0.4200,0.9000,0.0100,1.477e-07,0.002,0.837,5.668,3.693e-05,4.597e+06,1.333e-16,3.332e-17,6.925e-18,6.925e-18
ss,0.00,80.00,1.0000,80.00,0.4200,0.9100,0.0100,1.499e-07,0.002,0.840,5.606,3.748e-05,4.536e+06,1.338e-16,3.344e-17,7.017e-18,7.017e-18
ss,0.00,80.00,1.0000,80.00,0.4200,0.9200,0.0100,1.521e-07,0.002,0.844,5.545,3.804e-05,4.479e+06,1.343e-16,3.357e-17,7.106e-18,7.106e-18
ss,0.00,80.00,1.0000,80.00,0.4200,0.9300,0.0100,1.544e-07,0.002,0.847,5.485,3.860e-05,4.425e+06,1.348e-16,3.369e-17,7.194e-18,7.194e-18
ss,0.00,80.00,1.0000,80.00,0.4200,0.9400,0.0100,1.567e-07,0.002,0.850,5.425,3.917e-05,4.373e+06,1.353e-16,3.382e-17,7.278e-18,7.278e-18
ss,0.00,80.00,1.0000,80.00,0.4200,0.9500,0.0100,1.590e-07,0.002,0.853,5.367,3.974e-05,4.324e+06,1.358e-16,3.394e-17,7.361e-18,7.361e-18
ss,0.00,80.00,1.0000,80.00,0.4200,0.9600,0.0100,1.613e-07,0.002,0.856,5.309,4.032e-05,4.278e+06,1.363e-16,3.407e-17,7.440e-18,7.440e-18
ss,0.00,80.00,1.0000,80.00,0.4200,0.9700,0.0100,1.636e-07,0.002,0.859,5.252,4.091e-05,4.234e+06,1.368e-16,3.420e-17,7.518e-18,7.518e-18
ss,0.00,80.00,1.0000,80.00,0.4200,0.9800,0.0100,1.660e-07,0.002,0.863,5.196,4.150e-05,4.192e+06,1.373e-16,3.432e-17,7.594e-18,7.594e-18
ss,0.00,80.00,1.0000,80.00,0.4200,0.9900,0.0100,1.684e-07,0.002,0.866,5.141,4.210e-05,4.152e+06,1.378e-16,3.445e-17,7.667e-18,7.667e-18
ss,0.00,80.00,1.0000,80.00,0.4200,1.0000,0.0100,1.708e-07,0.002,0.869,5.086,4.271e-05,4.114e+06,1.383e-16,3.457e-17,7.738e-18,7.738e-18
ss,0.00,80.00,1.0000,80.00,0.4200,1.0100,0.0100,1.733e-07,0.002,0.872,5.033,4.332e-05,4.077e+06,1.388e-16,3.470e-17,7.807e-18,7.807e-18
ss,0.00,80.00,1.0000,80.00,0.4200,1.0200,0.0100,1.757e-07,0.002,0.875,4.980,4.393e-05,4.043e+06,1.393e-16,3.482e-17,7.874e-18,7.874e-18
ss,0.00,80.00,1.0000,80.00,0.4200,1.0300,0.0100,1.782e-07,0.002,0.878,4.928,4.455e-05,4.010e+06,1.398e-16,3.495e-17,7.938e-18,7.938e-18
ss,0.00,80.00,1.0000,80.00,0.4200,1.0400,0.0100,1.807e-07,0.002,0.881,4.877,4.518e-05,3.978e+06,1.403e-16,3.507e-17,8.001e-18,8.001e-18
ss,0.00,80.00,1.0000,80.00,0.4200,1.0500,0.0100,1.832e-07,0.002,0.885,4.827,4.581e-05,3.949e+06,1.408e-16,3.520e-17,8.061e-18,8.061e-18
ss,0.00,80.00,1.0000,80.00,0.4200,1.0600,0.0100,1.858e-07,0.002,0.888,4.778,4.645e-05,3.920e+06,1.413e-16,3.532e-17,8.120e-18,8.120e-18
ss,0.00,80.00,1.0000,80.00,0.4200,1.0700,0.0100,1.883e-07,0.002,0.891,4.730,4.709e-05,3.893e+06,1.418e-16,3.545e-17,8.176e-18,8.176e-18
ss,0.00,80.00,1.0000,80.00,0.4200,1.0800,0.0100,1.909e-07,0.002,0.894,4.682,4.773e-05,3.867e+06,1.423e-16,3.557e-17,8.231e-18,8.231e-18
ss,0.00,80.00,1.0000,80.00,0.4200,1.0900,0.0100,1.935e-07,0.002,0.897,4.636,4.838e-05,3.842e+06,1.428e-16,3.570e-17,8.284e-18,8.284e-18
ss,0.00,80.00,1.0000,80.00,0.4200,1.1000,0.0100,1.961e-07,0.002,0.900,4.590,4.903e-05,3.819e+06,1.433e-16,3.582e-17,8.335e-18,8.335e-18
ss,0.00,80.00,1.0000,80.00,0.4200,1.1100,0.0100,1.988e-07,0.002,0.903,4.545,4.969e-05,3.796e+06,1.438e-16,3.595e-17,8.384e-18,8.384e-18
ss,0.00,80.00,1.0000,80.00,0.4200,1.1200,0.0100,2.014e-07,0.003,0.907,4.501,5.035e-05,3.775e+06,1.443e-16,3.607e-17,8.432e-18,8.432e-18
ss,0.00,80.00,1.0000,80.00,0.4200,1.1300,0.0100,2.041e-07,0.003,0.910,4.458,5.101e-05,3.755e+06,1.448e-16,3.620e-17,8.478e-18,8.478e-18
ss,0.00,80.00,1.0000,80.00,0.4200,1.1400,0.0100,2.067e-07,0.003,0.913,4.416,5.168e-05,3.735e+06,1.453e-16,3.632e-17,8.522e-18,8.522e-18
ss,0.00,80.00,1.0000,80.00,0.4200,1.1500,0.0100,2.094e-07,0.003,0.916,4.374,5.235e-05,3.717e+06,1.458e-16,3.644e-17,8.564e-18,8.564e-18
ss,0.00,80.00,1.0000,80.00,0.4200,1.1600,0.0100,2.121e-07,0.003,0.919,4.333,5.303e-05,3.699e+06,1.463e-16,3.657e-17,8.604e-18,8.604e-18
ss,0.00,80.00,1.0000,80.00,0.4200,1.1700,0.0100,2.148e-07,0.003,0.922,4.293,5.370e-05,3.683e+06,1.468e-16,3.669e-17,8.643e-18,8.643e-18
ss,0.00,80.00,1.0000,80.00,0.4200,1.1800,0.0100,2.175e-07,0.003,0.925,4.253,5.438e-05,3.667e+06,1.473e-16,3.682e-17,8.680e-18,8.680e-18
ss,0.00,80.00,1.0000,80.00,0.4200,1.1900,0.0100,2.203e-07,0.003,0.928,4.215,5.507e-05,3.652e+06,1.478e-16,3.694e-17,8.716e-18,8.716e-18
ss,0.00,80.00,1.0000,80.00,0.4200,1.2000,0.0100,2.230e-07,0.003,0.932,4.177,5.575e-05,3.638e+06,1.483e-16,3.706e-17,8.750e-18,8.750e-18
ss,0.00,80.00,1.0000,80.00,0.4200,1.2100,0.0100,2.258e-07,0.003,0.935,4.140,5.644e-05,3.624e+06,1.488e-16,3.719e-17,8.783e-18,8.783e-18
ss,0.00,80.00,1.0000,80.00,0.4200,1.2200,0.0100,2.285e-07,0.003,0.938,4.103,5.713e-05,3.611e+06,1.492e-16,3.731e-17,8.814e-18,8.814e-18
ss,0.00,80.00,1.0000,80.00,0.4200,1.2300,0.0100,2.313e-07,0.003,0.941,4.068,5.783e-05,3.599e+06,1.497e-16,3.743e-17,8.844e-18,8.844e-18
ss,0.00,80.00,1.0000,80.00,0.4200,1.2400,0.0100,2.341e-07,0.003,0.944,4.032,5.852e-05,3.588e+06,1.502e-16,3.756e-17,8.872e-18,8.872e-18
ss,0.00,80.00,1.0000,80.00,0.4200,1.2500,0.0100,2.369e-07,0.003,0.947,3.998,5.922e-05,3.577e+06,1.507e-16,3.768e-17,8.899e-18,8.899e-18
ss,0.00,80.00,1.0000,80.00,0.4200,1.2600,0.0100,2.397e-07,0.003,0.950,3.964,5.992e-05,3.567e+06,1.512e-16,3.780e-17,8.924e-18,8.924e-18
ss,0.00,80.00,1.0000,80.00,0.4200,1.2700,0.0100,2.425e-07,0.003,0.953,3.931,6.062e-05,3.557e+06,1.517e-16,3.793e-17,8.948e-18,8.948e-18
ss,0.00,80.00,1.0000,80.00,0.4200,1.2800,0.0100,2.453e-07,0.003,0.956,3.899,6.133e-05,3.548e+06,1.522e-16,3.805e-17,8.971e-18,8.971e-18
ss,0.00,80.00,1.0000,80.00,0.4200,1.2900,0.0100,2.481e-07,0.003,0.959,3.867,6.203e-05,3.540e+06,1.527e-16,3.817e-17,8.992e-18,8.992e-18
ss,0.00,80.00,1.0000,80.00,0.4200,1.3000,0.0100,2.510e-07,0.003,0.962,3.835,6.274e-05,3.532e+06,1.532e-16,3.830e-17,9.012e-18,9.012e-18
ss,0.00,80.00,1.0000,80.00,0.4200,1.3100,0.0100,2.538e-07,0.003,0.966,3.805,6.345e-05,3.525e+06,1.537e-16,3.842e-17,9.031e-18,9.031e-18
ss,0.00,80.00,1.0000,80.00,0.4200,1.3200,0.0100,2.566e-07,0.003,0.969,3.775,6.416e-05,3.518e+06,1.542e-16,3.854e-17,9.048e-18,9.048e-18
ss,0.00,80.00,1.0000,80.00,0.4200,1.3300,0.0100,2.595e-07,0.003,0.972,3.745,6.487e-05,3.512e+06,1.547e-16,3.866e-17,9.065e-18,9.065e-18
ss,0.00,80.00,1.0000,80.00,0.4200,1.3400,0.0100,2.623e-07,0.003,0.975,3.716,6.558e-05,3.506e+06,1.551e-16,3.879e-17,9.080e-18,9.080e-18
ss,0.00,80.00,1.0000,80.00,0.4200,1.3500,0.0100,2.652e-07,0.003,0.978,3.688,6.629e-05,3.500e+06,1.556e-16,3.891e-17,9.094e-18,9.094e-18
ss,0.00,80.00,1.0000,80.00,0.4200,1.3600,0.0100,2.680e-07,0.003,0.981,3.660,6.701e-05,3.495e+06,1.561e-16,3.903e-17,9.106e-18,9.106e-18
ss,0.00,80.00,1.0000,80.00,0.4200,1.3700,0.0100,2.709e-07,0.003,0.984,3.632,6.772e-05,3.491e+06,1.566e-16,3.915e-17,9.118e-18,9.118e-18
ss,0.00,80.00,1.0000,80.00,0.4200,1.3800,0.0100,2.738e-07,0.003,0.987,3.605,6.844e-05,3.487e+06,1.571e-16,3.927e-17,9.128e-18,9.128e-18
ss,0.00,80.00,1.0000,80.00,0.4200,1.3900,0.0100,2.766e-07,0.003,0.990,3.579,6.916e-05,3.484e+06,1.576e-16,3.940e-17,9.138e-18,9.138e-18
ss,0.00,80.00,1.0000,80.00,0.4200,1.4000,0.0100,2.795e-07,0.003,0.993,3.553,6.988e-05,3.480e+06,1.581e-16,3.952e-17,9.146e-18,9.146e-18
ss,0.00,80.00,1.0000,80.00,0.4200,1.4100,0.0100,2.824e-07,0.004,0.996,3.528,7.059e-05,3.478e+06,1.586e-16,3.964e-17,9.153e-18,9.153e-18
ss,0.00,80.00,1.0000,80.00,0.4200,1.4200,0.0100,2.853e-07,0.004,0.999,3.503,7.131e-05,3.475e+06,1.590e-16,3.976e-17,9.159e-18,9.159e-18
ss,0.00,80.00,1.0000,80.00,0.4200,1.4300,0.0100,2.881e-07,0.004,1.002,3.478,7.203e-05,3.473e+06,1.595e-16,3.988e-17,9.164e-18,9.164e-18
ss,0.00,80.00,1.0000,80.00,0.4200,1.4400,0.0100,2.910e-07,0.004,1.005,3.454,7.275e-05,3.472e+06,1.600e-16,4.000e-17,9.168e-18,9.168e-18
ss,0.00,80.00,1.0000,80.00,0.4200,1.4500,0.0100,2.939e-07,0.004,1.008,3.431,7.347e-05,3.471e+06,1.605e-16,4.012e-17,9.171e-18,9.171e-18
ss,0.00,80.00,1.0000,80.00,0.4200,1.4600,0.0100,2.968e-07,0.004,1.011,3.408,7.419e-05,3.470e+06,1.610e-16,4.024e-17,9.173e-18,9.173e-18
ss,0.00,80.00,1.0000,80.00,0.4200,1.4700,0.0100,2.997e-07,0.004,1.014,3.385,7.491e-05,3.469e+06,1.614e-16,4.036e-17,9.175e-18,9.175e-18
ss,0.00,80.00,1.0000,80.00,0.4200,1.4800,0.0100,3.025e-07,0.004,1.017,3.363,7.564e-05,3.469e+06,1.619e-16,4.048e-17,9.175e-18,9.175e-18
ss,0.00,80.00,1.0000,80.00,0.4200,1.4900,0.0100,3.054e-07,0.004,1.020,3.341,7.636e-05,3.470e+06,1.624e-16,4.060e-17,9.174e-18,9.174e-18
ss,0.00,80.00,1.0000,80.00,0.4200,1.5000,0.0100,3.083e-07,0.004,1.023,3.319,7.708e-05,3.470e+06,1.629e-16,4.072e-17,9.172e-18,9.172e-18
ss,0.00,80.00,1.0000,80.00,0.4200,1.5100,0.0100,3.112e-07,0.004,1.026,3.298,7.780e-05,3.471e+06,1.634e-16,4.084e-17,9.170e-18,9.170e-18
ss,0.00,80.00,1.0000,80.00,0.4200,1.5200,0.0100,3.141e-07,0.004,1.029,3.278,7.852e-05,3.473e+06,1.638e-16,4.096e-17,9.167e-18,9.167e-18
ss,0.00,80.00,1.0000,80.00,0.4200,1.5300,0.0100,3.169e-07,0.004,1.032,3.257,7.924e-05,3.474e+06,1.643e-16,4.108e-17,9.163e-18,9.163e-18
