Corner,VSB_V,W_um,L_um,WL_ratio,VGS_V,VDS_V,Vov_V,ID_measured_A,ID_per_W_uA_um,gm_measured_uS,gm_ID_S_A,uncox_measured_A_V2,rds_measured_Ohm,Cgs_measured_F,Cgd_measured_F,Cdb_measured_F,Csb_measured_F
ss,0.00,80.00,1.0000,80.00,0.6500,0.6600,0.2400,2.932e-05,0.367,744.737,25.398,1.273e-05,2.814e+05,1.185e-13,2.963e-14,1.131e-16,1.131e-16
ss,0.00,80.00,1.0000,80.00,0.6500,0.6700,0.2400,2.936e-05,0.367,745.476,25.393,1.274e-05,2.834e+05,1.186e-13,2.966e-14,1.123e-16,1.123e-16
ss,0.00,80.00,1.0000,80.00,0.6500,0.6800,0.2400,2.939e-05,0.367,746.211,25.388,1.276e-05,2.853e+05,1.188e-13,2.969e-14,1.116e-16,1.116e-16
ss,0.00,80.00,1.0000,80.00,0.6500,0.6900,0.2400,2.943e-05,0.368,746.949,25.383,1.277e-05,2.872e+05,1.189e-13,2.972e-14,1.108e-16,1.108e-16
ss,0.00,80.00,1.0000,80.00,0.6500,0.7000,0.2400,2.946e-05,0.368,747.675,25.377,1.279e-05,2.890e+05,1.190e-13,2.975e-14,1.101e-16,1.101e-16
ss,0.00,80.00,1.0000,80.00,0.6500,0.7100,0.2400,2.950e-05,0.369,748.396,25.372,1.280e-05,2.914e+05,1.191e-13,2.978e-14,1.092e-16,1.092e-16
ss,0.00,80.00,1.0000,80.00,0.6500,0.7200,0.2400,2.953e-05,0.369,749.112,25.367,1.282e-05,2.931e+05,1.192e-13,2.981e-14,1.086e-16,1.086e-16
ss,0.00,80.00,1.0000,80.00,0.6500,0.7300,0.2400,2.957e-05,0.370,749.825,25.362,1.283e-05,2.942e+05,1.193e-13,2.983e-14,1.082e-16,1.082e-16
ss,0.00,80.00,1.0000,80.00,0.6500,0.7400,0.2400,2.960e-05,0.370,750.534,25.357,1.285e-05,2.958e+05,1.195e-13,2.986e-14,1.076e-16,1.076e-16
ss,0.00,80.00,1.0000,80.00,0.6500,0.7500,0.2400,2.963e-05,0.370,751.232,25.352,1.286e-05,2.975e+05,1.196e-13,2.989e-14,1.070e-16,1.070e-16
ss,0.00,80.00,1.0000,80.00,0.6500,0.7600,0.2400,2.967e-05,0.371,751.934,25.347,1.288e-05,2.991e+05,1.197e-13,2.992e-14,1.064e-16,1.064e-16
ss,0.00,80.00,1.0000,80.00,0.6500,0.7700,0.2400,2.970e-05,0.371,752.632,25.342,1.289e-05,3.006e+05,1.198e-13,2.995e-14,1.059e-16,1.059e-16
ss,0.00,80.00,1.0000,80.00,0.6500,0.7800,0.2400,2.973e-05,0.372,753.327,25.337,1.290e-05,3.022e+05,1.199e-13,2.997e-14,1.053e-16,1.053e-16
ss,0.00,80.00,1.0000,80.00,0.6500,0.7900,0.2400,2.977e-05,0.372,754.018,25.332,1.292e-05,3.037e+05,1.200e-13,3.000e-14,1.048e-16,1.048e-16
ss,0.00,80.00,1.0000,80.00,0.6500,0.8000,0.2400,2.980e-05,0.372,754.706,25.327,1.293e-05,3.052e+05,1.201e-13,3.003e-14,1.043e-16,1.043e-16
ss,0.00,80.00,1.0000,80.00,0.6500,0.8100,0.2400,2.983e-05,0.373,755.391,25.322,1.295e-05,3.066e+05,1.202e-13,3.006e-14,1.038e-16,1.038e-16
ss,0.00,80.00,1.0000,80.00,0.6500,0.8200,0.2400,2.986e-05,0.373,756.072,25.317,1.296e-05,3.080e+05,1.203e-13,3.008e-14,1.034e-16,1.034e-16
ss,0.00,80.00,1.0000,80.00,0.6500,0.8300,0.2400,2.990e-05,0.374,756.751,25.313,1.298e-05,3.094e+05,1.204e-13,3.011e-14,1.029e-16,1.029e-16
ss,0.00,80.00,1.0000,80.00,0.6500,0.8400,0.2400,2.993e-05,0.374,757.262,25.302,1.299e-05,2.958e+05,1.205e-13,3.013e-14,1.076e-16,1.076e-16
ss,0.00,80.00,1.0000,80.00,0.6500,0.8500,0.2400,2.996e-05,0.375,757.937,25.295,1.301e-05,2.972e+05,1.206e-13,3.016e-14,1.071e-16,1.071e-16
ss,0.00,80.00,1.0000,80.00,0.6500,0.8600,0.2400,3.000e-05,0.375,758.609,25.291,1.302e-05,3.137e+05,1.207e-13,3.018e-14,1.015e-16,1.015e-16
ss,0.00,80.00,1.0000,80.00,0.6500,0.8700,0.2400,3.003e-05,0.375,759.437,25.291,1.303e-05,3.150e+05,1.209e-13,3.022e-14,1.011e-16,1.011e-16
ss,0.00,80.00,1.0000,80.00,0.6500,0.8800,0.2400,3.006e-05,0.376,760.102,25.287,1.305e-05,3.162e+05,1.210e-13,3.024e-14,1.007e-16,1.007e-16
ss,0.00,80.00,1.0000,80.00,0.6500,0.8900,0.2400,3.009e-05,0.376,760.765,25.282,1.306e-05,3.174e+05,1.211e-13,3.027e-14,1.003e-16,1.003e-16
ss,0.00,80.00,1.0000,80.00,0.6500,0.9000,0.2400,3.012e-05,0.377,761.425,25.278,1.307e-05,3.186e+05,1.212e-13,3.030e-14,9.990e-17,9.990e-17
ss,0.00,80.00,1.0000,80.00,0.6500,0.9100,0.2400,3.015e-05,0.377,762.083,25.273,1.309e-05,3.198e+05,1.213e-13,3.032e-14,9.953e-17,9.953e-17
ss,0.00,80.00,1.0000,80.00,0.6500,0.9200,0.2400,3.018e-05,0.377,762.738,25.269,1.310e-05,3.210e+05,1.214e-13,3.035e-14,9.917e-17,9.917e-17
ss,0.00,80.00,1.0000,80.00,0.6500,0.9300,0.2400,3.022e-05,0.378,763.392,25.265,1.311e-05,3.221e+05,1.215e-13,3.037e-14,9.882e-17,9.882e-17
ss,0.00,80.00,1.0000,80.00,0.6500,0.9400,0.2400,3.025e-05,0.378,764.040,25.260,1.313e-05,3.232e+05,1.216e-13,3.040e-14,9.848e-17,9.848e-17
ss,0.00,80.00,1.0000,80.00,0.6500,0.9500,0.2400,3.028e-05,0.378,764.689,25.256,1.314e-05,3.240e+05,1.217e-13,3.043e-14,9.824e-17,9.824e-17
ss,0.00,80.00,1.0000,80.00,0.6500,0.9600,0.2400,3.031e-05,0.379,765.336,25.251,1.315e-05,3.251e+05,1.218e-13,3.045e-14,9.791e-17,9.791e-17
ss,0.00,80.00,1.0000,80.00,0.6500,0.9700,0.2400,3.034e-05,0.379,765.980,25.247,1.317e-05,3.265e+05,1.219e-13,3.048e-14,9.750e-17,9.750e-17
ss,0.00,80.00,1.0000,80.00,0.6500,0.9800,0.2400,3.037e-05,0.380,766.626,25.243,1.318e-05,3.275e+05,1.220e-13,3.050e-14,9.720e-17,9.720e-17
ss,0.00,80.00,1.0000,80.00,0.6500,0.9900,0.2400,3.040e-05,0.380,767.267,25.239,1.319e-05,3.285e+05,1.221e-13,3.053e-14,9.690e-17,9.690e-17
ss,0.00,80.00,1.0000,80.00,0.6500,1.0000,0.2400,3.043e-05,0.380,767.906,25.235,1.321e-05,3.295e+05,1.222e-13,3.055e-14,9.661e-17,9.661e-17
ss,0.00,80.00,1.0000,80.00,0.6500,1.0100,0.2400,3.046e-05,0.381,768.543,25.230,1.322e-05,3.305e+05,1.223e-13,3.058e-14,9.632e-17,9.632e-17
ss,0.00,80.00,1.0000,80.00,0.6500,1.0200,0.2400,3.049e-05,0.381,769.178,25.226,1.323e-05,3.314e+05,1.224e-13,3.060e-14,9.605e-17,9.605e-17
ss,0.00,80.00,1.0000,80.00,0.6500,1.0300,0.2400,3.052e-05,0.382,769.811,25.222,1.325e-05,3.323e+05,1.225e-13,3.063e-14,9.578e-17,9.578e-17
ss,0.00,80.00,1.0000,80.00,0.6500,1.0400,0.2400,3.055e-05,0.382,770.443,25.218,1.326e-05,3.333e+05,1.226e-13,3.065e-14,9.552e-17,9.552e-17
ss,0.00,80.00,1.0000,80.00,0.6500,1.0500,0.2400,3.058e-05,0.382,771.073,25.214,1.327e-05,3.342e+05,1.227e-13,3.068e-14,9.526e-17,9.526e-17
ss,0.00,80.00,1.0000,80.00,0.6500,1.0600,0.2400,3.061e-05,0.383,771.701,25.210,1.329e-05,3.350e+05,1.228e-13,3.071e-14,9.501e-17,9.501e-17
ss,0.00,80.00,1.0000,80.00,0.6500,1.0700,0.2400,3.064e-05,0.383,772.328,25.206,1.330e-05,3.359e+05,1.229e-13,3.073e-14,9.477e-17,9.477e-17
ss,0.00,80.00,1.0000,80.00,0.6500,1.0800,0.2400,3.067e-05,0.383,772.953,25.202,1.331e-05,3.367e+05,1.230e-13,3.075e-14,9.453e-17,9.453e-17
ss,0.00,80.00,1.0000,80.00,0.6500,1.0900,0.2400,3.070e-05,0.384,773.576,25.198,1.332e-05,3.376e+05,1.231e-13,3.078e-14,9.430e-17,9.430e-17
ss,0.00,80.00,1.0000,80.00,0.6500,1.1000,0.2400,3.073e-05,0.384,774.198,25.194,1.334e-05,3.384e+05,1.232e-13,3.080e-14,9.407e-17,9.407e-17
ss,0.00,80.00,1.0000,80.00,0.6500,1.1100,0.2400,3.076e-05,0.384,774.819,25.190,1.335e-05,3.392e+05,1.233e-13,3.083e-14,9.385e-17,9.385e-17
ss,0.00,80.00,1.0000,80.00,0.6500,1.1200,0.2400,3.079e-05,0.385,775.438,25.186,1.336e-05,3.399e+05,1.234e-13,3.085e-14,9.363e-17,9.363e-17
ss,0.00,80.00,1.0000,80.00,0.6500,1.1300,0.2400,3.082e-05,0.385,776.056,25.182,1.338e-05,3.407e+05,1.235e-13,3.088e-14,9.343e-17,9.343e-17
ss,0.00,80.00,1.0000,80.00,0.6500,1.1400,0.2400,3.085e-05,0.386,776.672,25.178,1.339e-05,3.415e+05,1.236e-13,3.090e-14,9.322e-17,9.322e-17
ss,0.00,80.00,1.0000,80.00,0.6500,1.1500,0.2400,3.088e-05,0.386,777.287,25.174,1.340e-05,3.422e+05,1.237e-13,3.093e-14,9.302e-17,9.302e-17
ss,0.00,80.00,1.0000,80.00,0.6500,1.1600,0.2400,3.091e-05,0.386,777.900,25.170,1.341e-05,3.429e+05,1.238e-13,3.095e-14,9.283e-17,9.283e-17
ss,0.00,80.00,1.0000,80.00,0.6500,1.1700,0.2400,3.094e-05,0.387,778.513,25.166,1.343e-05,3.436e+05,1.239e-13,3.098e-14,9.264e-17,9.264e-17
ss,0.00,80.00,1.0000,80.00,0.6500,1.1800,0.2400,3.096e-05,0.387,779.123,25.162,1.344e-05,3.443e+05,1.240e-13,3.100e-14,9.246e-17,9.246e-17
ss,0.00,80.00,1.0000,80.00,0.6500,1.1900,0.2400,3.099e-05,0.387,779.733,25.158,1.345e-05,3.449e+05,1.241e-13,3.102e-14,9.228e-17,9.228e-17
ss,0.00,80.00,1.0000,80.00,0.6500,1.2000,0.2400,3.102e-05,0.388,780.342,25.154,1.346e-05,3.456e+05,1.242e-13,3.105e-14,9.210e-17,9.210e-17
ss,0.00,80.00,1.0000,80.00,0.6500,1.2100,0.2400,3.105e-05,0.388,780.949,25.150,1.348e-05,3.462e+05,1.243e-13,3.107e-14,9.194e-17,9.194e-17
ss,0.00,80.00,1.0000,80.00,0.6500,1.2200,0.2400,3.108e-05,0.389,781.555,25.146,1.349e-05,3.469e+05,1.244e-13,3.110e-14,9.177e-17,9.177e-17
ss,0.00,80.00,1.0000,80.00,0.6500,1.2300,0.2400,3.111e-05,0.389,782.160,25.143,1.350e-05,3.475e+05,1.245e-13,3.112e-14,9.161e-17,9.161e-17
ss,0.00,80.00,1.0000,80.00,0.6500,1.2400,0.2400,3.114e-05,0.389,782.764,25.139,1.351e-05,3.480e+05,1.246e-13,3.115e-14,9.146e-17,9.146e-17
ss,0.00,80.00,1.0000,80.00,0.6500,1.2500,0.2400,3.117e-05,0.390,783.367,25.135,1.353e-05,3.486e+05,1.247e-13,3.117e-14,9.130e-17,9.130e-17
ss,0.00,80.00,1.0000,80.00,0.6500,1.2600,0.2400,3.120e-05,0.390,783.968,25.131,1.354e-05,3.492e+05,1.248e-13,3.119e-14,9.116e-17,9.116e-17
ss,0.00,80.00,1.0000,80.00,0.6500,1.2700,0.2400,3.122e-05,0.390,784.569,25.127,1.355e-05,3.497e+05,1.249e-13,3.122e-14,9.102e-17,9.102e-17
ss,0.00,80.00,1.0000,80.00,0.6500,1.2800,0.2400,3.125e-05,0.391,785.169,25.124,1.356e-05,3.503e+05,1.250e-13,3.124e-14,9.088e-17,9.088e-17
ss,0.00,80.00,1.0000,80.00,0.6500,1.2900,0.2400,3.128e-05,0.391,785.767,25.120,1.358e-05,3.508e+05,1.251e-13,3.126e-14,9.074e-17,9.074e-17
ss,0.00,80.00,1.0000,80.00,0.6500,1.3000,0.2400,3.131e-05,0.391,786.365,25.116,1.359e-05,3.513e+05,1.252e-13,3.129e-14,9.062e-17,9.062e-17
ss,0.00,80.00,1.0000,80.00,0.6500,1.3100,0.2400,3.134e-05,0.392,786.962,25.112,1.360e-05,3.518e+05,1.252e-13,3.131e-14,9.049e-17,9.049e-17
ss,0.00,80.00,1.0000,80.00,0.6500,1.3200,0.2400,3.137e-05,0.392,787.558,25.109,1.361e-05,3.522e+05,1.253e-13,3.134e-14,9.037e-17,9.037e-17
ss,0.00,80.00,1.0000,80.00,0.6500,1.3300,0.2400,3.139e-05,0.392,788.153,25.105,1.363e-05,3.527e+05,1.254e-13,3.136e-14,9.025e-17,9.025e-17
ss,0.00,80.00,1.0000,80.00,0.6500,1.3400,0.2400,3.142e-05,0.393,788.747,25.101,1.364e-05,3.531e+05,1.255e-13,3.138e-14,9.014e-17,9.014e-17
ss,0.00,80.00,1.0000,80.00,0.6500,1.3500,0.2400,3.145e-05,0.393,789.340,25.097,1.365e-05,3.536e+05,1.256e-13,3.141e-14,9.003e-17,9.003e-17
ss,0.00,80.00,1.0000,80.00,0.6500,1.3600,0.2400,3.148e-05,0.393,789.932,25.094,1.366e-05,3.540e+05,1.257e-13,3.143e-14,8.993e-17,8.993e-17
ss,0.00,80.00,1.0000,80.00,0.6500,1.3700,0.2400,3.151e-05,0.394,790.524,25.090,1.368e-05,3.544e+05,1.258e-13,3.145e-14,8.983e-17,8.983e-17
ss,0.00,80.00,1.0000,80.00,0.6500,1.3800,0.2400,3.154e-05,0.394,791.115,25.086,1.369e-05,3.547e+05,1.259e-13,3.148e-14,8.973e-17,8.973e-17
ss,0.00,80.00,1.0000,80.00,0.6500,1.3900,0.2400,3.156e-05,0.395,791.705,25.083,1.370e-05,3.551e+05,1.260e-13,3.150e-14,8.964e-17,8.964e-17
ss,0.00,80.00,1.0000,80.00,0.6500,1.4000,0.2400,3.159e-05,0.395,792.294,25.079,1.371e-05,3.555e+05,1.261e-13,3.152e-14,8.955e-17,8.955e-17
ss,0.00,80.00,1.0000,80.00,0.6500,1.4100,0.2400,3.162e-05,0.395,792.883,25.075,1.372e-05,3.558e+05,1.262e-13,3.155e-14,8.947e-17,8.947e-17
ss,0.00,80.00,1.0000,80.00,0.6500,1.4200,0.2400,3.165e-05,0.396,793.471,25.071,1.374e-05,3.561e+05,1.263e-13,3.157e-14,8.939e-17,8.939e-17
ss,0.00,80.00,1.0000,80.00,0.6500,1.4300,0.2400,3.168e-05,0.396,794.058,25.068,1.375e-05,3.564e+05,1.264e-13,3.159e-14,8.931e-17,8.931e-17
ss,0.00,80.00,1.0000,80.00,0.6500,1.4400,0.2400,3.170e-05,0.396,794.645,25.064,1.376e-05,3.567e+05,1.265e-13,3.162e-14,8.924e-17,8.924e-17
ss,0.00,80.00,1.0000,80.00,0.6500,1.4500,0.2400,3.173e-05,0.397,795.231,25.060,1.377e-05,3.570e+05,1.266e-13,3.164e-14,8.917e-17,8.917e-17
ss,0.00,80.00,1.0000,80.00,0.6500,1.4600,0.2400,3.176e-05,0.397,795.817,25.057,1.378e-05,3.572e+05,1.267e-13,3.166e-14,8.911e-17,8.911e-17
ss,0.00,80.00,1.0000,80.00,0.6500,1.4700,0.2400,3.179e-05,0.397,796.402,25.053,1.380e-05,3.575e+05,1.268e-13,3.169e-14,8.905e-17,8.905e-17
ss,0.00,80.00,1.0000,80.00,0.6500,1.4800,0.2400,3.182e-05,0.398,796.986,25.049,1.381e-05,3.577e+05,1.268e-13,3.171e-14,8.899e-17,8.899e-17
ss,0.00,80.00,1.0000,80.00,0.6500,1.4900,0.2400,3.184e-05,0.398,797.570,25.046,1.382e-05,3.579e+05,1.269e-13,3.173e-14,8.894e-17,8.894e-17
ss,0.00,80.00,1.0000,80.00,0.6500,1.5000,0.2400,3.187e-05,0.398,798.154,25.042,1.383e-05,3.581e+05,1.270e-13,3.176e-14,8.889e-17,8.889e-17
ss,0.00,80.00,1.0000,80.00,0.6500,1.5100,0.2400,3.190e-05,0.399,798.737,25.039,1.385e-05,3.583e+05,1.271e-13,3.178e-14,8.885e-17,8.885e-17
ss,0.00,80.00,1.0000,80.00,0.6500,1.5200,0.2400,3.193e-05,0.399,799.319,25.035,1.386e-05,3.584e+05,1.272e-13,3.180e-14,8.881e-17,8.881e-17
ss,0.00,80.00,1.0000,80.00,0.6500,1.5300,0.2400,3.196e-05,0.399,799.901,25.031,1.387e-05,3.586e+05,1.273e-13,3.183e-14,8.877e-17,8.877e-17
ss,0.00,80.00,1.0000,80.00,0.6500,1.5400,0.2400,3.198e-05,0.400,800.483,25.028,1.388e-05,3.587e+05,1.274e-13,3.185e-14,8.874e-17,8.874e-17
ss,0.00,80.00,1.0000,80.00,0.6500,1.5500,0.2400,3.201e-05,0.400,801.065,25.024,1.389e-05,3.588e+05,1.275e-13,3.187e-14,8.872e-17,8.872e-17
ss,0.00,80.00,1.0000,80.00,0.6500,1.5600,0.2400,3.204e-05,0.400,801.646,25.020,1.391e-05,3.589e+05,1.276e-13,3.190e-14,8.869e-17,8.869e-17
ss,0.00,80.00,1.0000,80.00,0.6500,1.5700,0.2400,3.207e-05,0.401,802.227,25.017,1.392e-05,3.590e+05,1.277e-13,3.192e-14,8.868e-17,8.868e-17
ss,0.00,80.00,1.0000,80.00,0.6500,1.5800,0.2400,3.210e-05,0.401,802.807,25.013,1.393e-05,3.590e+05,1.278e-13,3.194e-14,8.866e-17,8.866e-17
ss,0.00,80.00,1.0000,80.00,0.6500,1.5900,0.2400,3.212e-05,0.402,803.388,25.010,1.394e-05,3.591e+05,1.279e-13,3.197e-14,8.865e-17,8.865e-17
ss,0.00,80.00,1.0000,80.00,0.6500,1.6000,0.2400,3.215e-05,0.402,803.968,25.006,1.395e-05,3.591e+05,1.280e-13,3.199e-14,8.865e-17,8.865e-17
ss,0.00,80.00,1.0000,80.00,0.6500,1.6100,0.2400,3.218e-05,0.402,804.548,25.002,1.397e-05,3.591e+05,1.280e-13,3.201e-14,8.865e-17,8.865e-17
ss,0.00,80.00,1.0000,80.00,0.6500,1.6200,0.2400,3.221e-05,0.403,805.128,24.999,1.398e-05,3.591e+05,1.281e-13,3.204e-14,8.865e-17,8.865e-17
ss,0.00,80.00,1.0000,80.00,0.6500,1.6300,0.2400,3.223e-05,0.403,805.707,24.995,1.399e-05,3.590e+05,1.282e-13,3.206e-14,8.866e-17,8.866e-17
ss,0.00,80.00,1.0000,80.00,0.6500,1.6400,0.2400,3.226e-05,0.403,806.287,24.991,1.400e-05,3.590e+05,1.283e-13,3.208e-14,8.867e-17,8.867e-17
ss,0.00,80.00,1.0000,80.00,0.6500,1.6500,0.2400,3.229e-05,0.404,806.866,24.988,1.401e-05,3.589e+05,1.284e-13,3.210e-14,8.869e-17,8.869e-17
ss,0.00,80.00,1.0000,80.00,0.6500,1.6600,0.2400,3.232e-05,0.404,807.446,24.984,1.403e-05,3.588e+05,1.285e-13,3.213e-14,8.871e-17,8.871e-17
ss,0.00,80.00,1.0000,80.00,0.6500,1.6700,0.2400,3.235e-05,0.404,808.025,24.981,1.404e-05,3.587e+05,1.286e-13,3.215e-14,8.873e-17,8.873e-17
ss,0.00,80.00,1.0000,80.00,0.6500,1.6800,0.2400,3.237e-05,0.405,808.605,24.977,1.405e-05,3.586e+05,1.287e-13,3.217e-14,8.876e-17,8.876e-17
ss,0.00,80.00,1.0000,80.00,0.6500,1.6900,0.2400,3.240e-05,0.405,809.184,24.973,1.406e-05,3.882e+05,1.288e-13,3.220e-14,8.201e-17,8.201e-17
ss,0.00,80.00,1.0000,80.00,0.6500,1.7000,0.2400,3.243e-05,0.405,809.765,24.973,1.407e-05,3.879e+05,1.289e-13,3.222e-14,8.206e-17,8.206e-17
ss,0.00,80.00,1.0000,80.00,0.6500,1.7100,0.2400,3.245e-05,0.406,810.345,24.969,1.409e-05,3.580e+05,1.290e-13,3.224e-14,8.891e-17,8.891e-17
ss,0.00,80.00,1.0000,80.00,0.6500,1.7200,0.2400,3.248e-05,0.406,810.925,24.966,1.410e-05,3.578e+05,1.291e-13,3.227e-14,8.896e-17,8.896e-17
ss,0.00,80.00,1.0000,80.00,0.6500,1.7300,0.2400,3.251e-05,0.406,811.505,24.962,1.411e-05,3.576e+05,1.292e-13,3.229e-14,8.901e-17,8.901e-17
ss,0.00,80.00,1.0000,80.00,0.6500,1.7400,0.2400,3.254e-05,0.407,812.085,24.959,1.412e-05,3.574e+05,1.292e-13,3.231e-14,8.907e-17,8.907e-17
ss,0.00,80.00,1.0000,80.00,0.6500,1.7500,0.2400,3.257e-05,0.407,812.666,24.955,1.413e-05,3.571e+05,1.293e-13,3.233e-14,8.914e-17,8.914e-17
ss,0.00,80.00,1.0000,80.00,0.6500,1.7600,0.2400,3.259e-05,0.407,813.247,24.951,1.415e-05,3.568e+05,1.294e-13,3.236e-14,8.920e-17,8.920e-17
ss,0.00,80.00,1.0000,80.00,0.6500,1.7700,0.2400,3.262e-05,0.408,813.828,24.948,1.416e-05,3.565e+05,1.295e-13,3.238e-14,8.928e-17,8.928e-17
ss,0.00,80.00,1.0000,80.00,0.6500,1.7800,0.2400,3.265e-05,0.408,814.409,24.944,1.417e-05,3.562e+05,1.296e-13,3.240e-14,8.935e-17,8.935e-17
ss,0.00,80.00,1.0000,80.00,0.6500,1.7900,0.2400,3.268e-05,0.408,814.991,24.940,1.418e-05,3.559e+05,1.297e-13,3.243e-14,8.944e-17,8.944e-17
ss,0.00,80.00,1.0000,80.00,0.6500,1.8000,0.2400,3.271e-05,0.409,815.573,24.937,1.420e-05,3.557e+05,1.298e-13,3.245e-14,8.948e-17,8.948e-17
ss,0.00,80.00,1.0000,80.00,0.6600,0.2400,0.2500,3.489e-05,0.436,864.717,24.786,1.395e-05,6.699e+04,1.376e-13,3.441e-14,4.752e-16,4.752e-16
ss,0.00,80.00,1.0000,80.00,0.6600,0.2500,0.2500,3.503e-05,0.438,867.393,24.763,1.401e-05,7.509e+04,1.380e-13,3.451e-14,4.239e-16,4.239e-16
ss,0.00,80.00,1.0000,80.00,0.6600,0.2600,0.2500,3.515e-05,0.439,869.810,24.743,1.406e-05,8.311e+04,1.384e-13,3.461e-14,3.830e-16,3.830e-16
ss,0.00,80.00,1.0000,80.00,0.6600,0.2700,0.2500,3.527e-05,0.441,872.021,24.725,1.411e-05,9.094e+04,1.388e-13,3.470e-14,3.500e-16,3.500e-16
ss,0.00,80.00,1.0000,80.00,0.6600,0.2800,0.2500,3.537e-05,0.442,874.063,24.710,1.415e-05,9.853e+04,1.391e-13,3.478e-14,3.231e-16,3.231e-16
ss,0.00,80.00,1.0000,80.00,0.6600,0.2900,0.2500,3.547e-05,0.443,875.967,24.695,1.419e-05,1.058e+05,1.394e-13,3.485e-14,3.008e-16,3.008e-16
ss,0.00,80.00,1.0000,80.00,0.6600,0.3000,0.2500,3.556e-05,0.445,877.755,24.682,1.422e-05,1.128e+05,1.397e-13,3.492e-14,2.822e-16,2.822e-16
ss,0.00,80.00,1.0000,80.00,0.6600,0.3100,0.2500,3.565e-05,0.446,879.445,24.670,1.426e-05,1.194e+05,1.400e-13,3.499e-14,2.666e-16,2.666e-16
ss,0.00,80.00,1.0000,80.00,0.6600,0.3200,0.2500,3.573e-05,0.447,881.053,24.659,1.429e-05,1.257e+05,1.402e-13,3.506e-14,2.532e-16,2.532e-16
ss,0.00,80.00,1.0000,80.00,0.6600,0.3300,0.2500,3.581e-05,0.448,882.588,24.648,1.432e-05,1.317e+05,1.405e-13,3.512e-14,2.418e-16,2.418e-16
ss,0.00,80.00,1.0000,80.00,0.6600,0.3400,0.2500,3.588e-05,0.449,884.062,24.638,1.435e-05,1.373e+05,1.407e-13,3.518e-14,2.318e-16,2.318e-16
ss,0.00,80.00,1.0000,80.00,0.6600,0.3500,0.2500,3.595e-05,0.449,885.481,24.629,1.438e-05,1.426e+05,1.409e-13,3.523e-14,2.232e-16,2.232e-16
ss,0.00,80.00,1.0000,80.00,0.6600,0.3600,0.2500,3.602e-05,0.450,886.852,24.620,1.441e-05,1.477e+05,1.411e-13,3.529e-14,2.155e-16,2.155e-16
ss,0.00,80.00,1.0000,80.00,0.6600,0.3700,0.2500,3.609e-05,0.451,888.182,24.611,1.444e-05,1.525e+05,1.414e-13,3.534e-14,2.088e-16,2.088e-16
ss,0.00,80.00,1.0000,80.00,0.6600,0.3800,0.2500,3.615e-05,0.452,889.472,24.603,1.446e-05,1.570e+05,1.416e-13,3.539e-14,2.027e-16,2.027e-16
ss,0.00,80.00,1.0000,80.00,0.6600,0.3900,0.2500,3.622e-05,0.453,890.727,24.595,1.449e-05,1.613e+05,1.418e-13,3.544e-14,1.973e-16,1.973e-16
ss,0.00,80.00,1.0000,80.00,0.6600,0.4000,0.2500,3.628e-05,0.453,891.950,24.587,1.451e-05,1.654e+05,1.420e-13,3.549e-14,1.925e-16,1.925e-16
ss,0.00,80.00,1.0000,80.00,0.6600,0.4100,0.2500,3.634e-05,0.454,893.153,24.580,1.453e-05,1.692e+05,1.421e-13,3.554e-14,1.881e-16,1.881e-16
ss,0.00,80.00,1.0000,80.00,0.6600,0.4200,0.2500,3.640e-05,0.455,894.316,24.572,1.456e-05,1.729e+05,1.423e-13,3.558e-14,1.841e-16,1.841e-16
ss,0.00,80.00,1.0000,80.00,0.6600,0.4300,0.2500,3.645e-05,0.456,895.459,24.565,1.458e-05,1.763e+05,1.425e-13,3.563e-14,1.805e-16,1.805e-16
ss,0.00,80.00,1.0000,80.00,0.6600,0.4400,0.2500,3.651e-05,0.456,896.582,24.558,1.460e-05,1.798e+05,1.427e-13,3.567e-14,1.771e-16,1.771e-16
ss,0.00,80.00,1.0000,80.00,0.6600,0.4500,0.2500,3.656e-05,0.457,897.694,24.551,1.463e-05,1.831e+05,1.429e-13,3.572e-14,1.738e-16,1.738e-16
ss,0.00,80.00,1.0000,80.00,0.6600,0.4600,0.2500,3.662e-05,0.458,898.778,24.545,1.465e-05,1.863e+05,1.430e-13,3.576e-14,1.709e-16,1.709e-16
ss,0.00,80.00,1.0000,80.00,0.6600,0.4700,0.2500,3.667e-05,0.458,899.875,24.539,1.467e-05,1.903e+05,1.432e-13,3.580e-14,1.672e-16,1.672e-16
ss,0.00,80.00,1.0000,80.00,0.6600,0.4800,0.2500,3.672e-05,0.459,900.920,24.533,1.469e-05,1.930e+05,1.434e-13,3.585e-14,1.649e-16,1.649e-16
ss,0.00,80.00,1.0000,80.00,0.6600,0.4900,0.2500,3.677e-05,0.460,901.918,24.525,1.471e-05,1.944e+05,1.435e-13,3.589e-14,1.637e-16,1.637e-16
ss,0.00,80.00,1.0000,80.00,0.6600,0.5000,0.2500,3.683e-05,0.460,902.939,24.519,1.473e-05,1.971e+05,1.437e-13,3.593e-14,1.615e-16,1.615e-16
ss,0.00,80.00,1.0000,80.00,0.6600,0.5100,0.2500,3.688e-05,0.461,903.946,24.513,1.475e-05,1.996e+05,1.439e-13,3.597e-14,1.595e-16,1.595e-16
ss,0.00,80.00,1.0000,80.00,0.6600,0.5200,0.2500,3.693e-05,0.462,904.940,24.507,1.477e-05,2.021e+05,1.440e-13,3.601e-14,1.575e-16,1.575e-16
